Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2024-05-26,08:39:33,CNR8190699,Success,765896,Prime SUV,CV Raman Nagar,Bannerghatta Road,8.83,5.01,0,,0,,0,,388,41.76,3.5,3.6
2024-05-05,22:15:32,CNR4825332,Cancelled by Driver,153970,Mini,Hoodi,Yeshwanthpur,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-12,12:15:39,CNR4127231,Success,149398,Auto,Bellandur,Commercial Street,4.55,3.93,0,,0,,0,,219,43.5,4,4.7
2024-05-28,03:44:41,CNR3650766,Success,155349,Prime SUV,Ulsoor,Kammanahalli,7.6,14.01,0,,0,,0,,489,4.21,4,3.5
2024-05-30,08:35:50,CNR1878740,Cancelled by Driver,969975,Mini,Sahakara Nagar,Sanjay Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-13,07:34:38,CNR3565541,Incomplete,440161,Auto,Commercial Street,Kalyan Nagar,9.33,6.75,0,,0,,1,Vehicle Breakdown,145,7.45,3.3,4.9
2024-05-18,17:39:13,CNR8918057,Success,984427,Prime SUV,Kadugodi,JP Nagar,4.03,4.39,0,,0,,0,,829,36.08,4.5,4.8
2024-05-23,19:54:29,CNR4182525,Success,816891,Bike,Brigade Road,New BEL Road,6.49,14.05,0,,0,,0,,985,22.77,4.1,3.5
2024-05-24,21:24:13,CNR8570659,Success,583934,Mini,Bannerghatta Road,Varthur,9.1,4.05,0,,0,,0,,266,4.88,3.2,4.2
2024-05-17,04:32:31,CNR9123051,Cancelled by Driver,901308,Prime SUV,Ulsoor,HSR Layout,,,0,,1,Customer related issue,0,,,,,
2024-05-27,10:34:26,CNR4511183,Success,275877,eBike,HSR Layout,Commercial Street,7.24,4.95,0,,0,,0,,949,13.4,4.1,4
2024-05-22,06:30:45,CNR6174590,Incomplete,257386,Prime Sedan,Kammanahalli,Yeshwanthpur,9.75,3.87,0,,0,,1,Vehicle Breakdown,863,33.75,3.1,4.7
2024-05-01,14:03:10,CNR3728147,Success,787250,eBike,Koramangala,Whitefield,4.19,9.64,0,,0,,0,,800,27.15,3.1,3.8
2024-05-05,23:30:23,CNR6880619,Cancelled by Customer,661707,Prime SUV,Bennigana Halli,Hebbal,,,1,AC is not working,0,,0,,,,,
2024-05-16,06:32:41,CNR8529706,Cancelled by Customer,869244,Mini,JP Nagar,Brigade Road,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-04,08:17:31,CNR3637442,Incomplete,365356,Prime Plus,Bellandur,HSR Layout,3.18,10.53,0,,0,,1,Other Issue,918,33.23,4.3,3.9
2024-05-19,20:16:56,CNR7571838,Incomplete,998375,Prime Sedan,Kadugodi,Sadashivanagar,5.66,7.91,0,,0,,1,Customer Demand,580,31.49,3.8,4.6
2024-05-29,12:02:15,CNR7460825,Success,376793,Bike,Frazer Town,Gokula,9.79,2.69,0,,0,,0,,283,15.07,3.2,3.7
2024-05-09,22:11:34,CNR9666162,Success,776446,eBike,Bannerghatta Road,Kalyan Nagar,5.73,3.14,0,,0,,0,,497,37.17,4.5,4.3
2024-05-24,22:47:23,CNR9052346,Cancelled by System,495516,eBike,Old Airport Road,Sadashivanagar,,,0,,0,,0,,,,,
2024-05-12,12:26:03,CNR5059045,Success,119883,Prime Plus,Gokula,Domlur,7.5,13.13,0,,0,,0,,174,13.94,4.7,4.7
2024-05-18,00:23:31,CNR2852809,Success,996475,Prime Sedan,Yelahanka,Frazer Town,5.37,8.06,0,,0,,0,,250,36.67,3.8,4.1
2024-05-22,07:49:01,CNR4652585,Success,720334,eBike,Hebbal,Old Airport Road,1.57,7.27,0,,0,,0,,246,33.81,4.7,3.9
2024-05-13,13:57:56,CNR5811214,Cancelled by Driver,727163,Prime Plus,Bennigana Halli,Jalahalli,,,0,,1,More than permitted people in there,0,,,,,
2024-05-12,05:39:16,CNR6160004,Success,254382,Bike,Frazer Town,Brigade Road,5.46,11.26,0,,0,,0,,416,23.69,3.2,4.3
2024-05-12,21:18:28,CNR2220257,Success,822699,Auto,Mahadevapura,Koramangala,4.5,10.49,0,,0,,0,,333,23.65,4.7,3.7
2024-05-19,00:29:57,CNR1698194,Success,505624,Prime Sedan,RT Nagar,Bellandur,9.19,13.35,0,,0,,0,,238,24.01,4.1,4.4
2024-05-30,14:53:29,CNR1750149,Success,253208,Prime Plus,Vidyaranyapura,Koramangala,2.68,2.79,0,,0,,0,,708,12.83,3.1,4.9
2024-05-07,02:20:20,CNR4437812,Cancelled by Driver,886998,Auto,Yelahanka,HSR Layout,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-11,17:07:13,CNR5187197,Incomplete,934276,Bike,Domlur,Koramangala,9.22,9.55,0,,0,,1,Other Issue,882,14.39,4.6,3.7
2024-05-20,08:09:53,CNR3692197,Cancelled by System,453633,Prime Plus,Vidyaranyapura,Varthur,,,0,,0,,0,,,,,
2024-05-27,12:20:38,CNR2940930,Success,541538,Prime Plus,Hebbal,Yeshwanthpur,5.27,9.65,0,,0,,0,,178,17.15,5,4.5
2024-05-17,19:28:27,CNR7710847,Success,163955,Prime Plus,Commercial Street,Richmond Town,3.54,6.79,0,,0,,0,,166,2.72,3.6,4.9
2024-05-29,12:43:19,CNR4087191,Success,125449,Prime Plus,Kadugodi,Whitefield,6.95,7.04,0,,0,,0,,114,12.37,4.6,4.5
2024-05-22,02:37:04,CNR9340062,Success,690070,Prime Plus,Whitefield,Indiranagar,1.43,14.26,0,,0,,0,,74,14.77,4,5
2024-05-14,16:55:51,CNR7893724,Cancelled by Driver,480184,Mini,Commercial Street,Sadashivanagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-06,05:57:49,CNR1271594,Cancelled by Driver,874657,Bike,Yelahanka,Bellandur,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-23,19:30:08,CNR2864700,Success,538754,Mini,BTM Layout,Jalahalli,6.88,8.52,0,,0,,0,,332,29.27,4,4.2
2024-05-19,12:53:01,CNR1718997,Success,868525,Prime Plus,Vasanth Nagar,Old Airport Road,1.19,4.2,0,,0,,0,,224,15.22,3.4,4.9
2024-05-04,02:51:23,CNR2172864,Success,582986,Auto,CV Raman Nagar,Banashankari,4.4,5.73,0,,0,,0,,270,41.12,3.7,4.6
2024-05-09,14:12:25,CNR5999637,Success,239905,Bike,Varthur,Commercial Street,4.56,10.37,0,,0,,0,,431,23.18,3.5,4.8
2024-05-02,05:31:59,CNR3598414,Cancelled by Driver,881060,Auto,Rajajinagar,Hoodi,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-28,03:58:56,CNR4596454,Cancelled by Customer,318495,eBike,Kadugodi,Brigade Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-20,02:06:58,CNR5379002,Success,377659,Prime Sedan,Kalyan Nagar,Vidyaranyapura,9.29,8.62,0,,0,,0,,124,22.21,3.7,4.1
2024-05-22,21:56:57,CNR6814625,Success,286699,Mini,Whitefield,Sarjapur Road,5.51,9.28,0,,0,,0,,185,32.82,4.8,4.1
2024-05-05,16:51:48,CNR2946618,Success,530429,eBike,Sarjapur Road,RT Nagar,8.43,14.97,0,,0,,0,,481,22.41,4.4,4.4
2024-05-12,03:49:24,CNR8629145,Success,898953,Prime Sedan,Bannerghatta Road,Vasanth Nagar,6.77,9.05,0,,0,,0,,763,22.55,3.6,4.5
2024-05-24,07:37:09,CNR3945560,Success,533161,Prime SUV,Brookefield,Mahadevapura,9.94,13.15,0,,0,,0,,113,4.4,4.4,4.9
2024-05-18,17:23:10,CNR1930116,Success,342133,Auto,Vijayanagar,Marathahalli,6.22,3.99,0,,0,,0,,1044,14.36,3.4,4.1
2024-05-14,20:29:38,CNR7913834,Success,278913,Prime Plus,Sanjay Nagar,Ulsoor,4.89,4.01,0,,0,,0,,299,25.55,4.8,4
2024-05-24,05:23:12,CNR7243742,Cancelled by Driver,478651,Prime Plus,Kammanahalli,Commercial Street,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-06,13:27:20,CNR5454947,Success,883338,Auto,Sanjay Nagar,Bennigana Halli,4.24,11.29,0,,0,,0,,510,15.68,4,3.9
2024-05-29,15:35:57,CNR5426675,Success,710301,Prime Sedan,Mahadevapura,Sanjay Nagar,6.44,8.07,0,,0,,0,,837,18.04,4.1,4.8
2024-05-26,08:05:10,CNR2682175,Success,446003,Mini,Bannerghatta Road,Kalyan Nagar,5.96,14.27,0,,0,,0,,279,15.9,4.7,4.9
2024-05-25,21:27:50,CNR9367959,Cancelled by Driver,992824,Prime SUV,Kadugodi,Jalahalli,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-11,03:54:22,CNR7496875,Success,442338,Prime Sedan,Vasanth Nagar,Bennigana Halli,4.17,6.87,0,,0,,0,,438,15.09,4.1,4.8
2024-05-20,01:27:54,CNR6738838,Success,740318,Auto,Frazer Town,Richmond Town,4.67,13.25,0,,0,,0,,744,39.53,3.3,4.7
2024-05-12,11:03:51,CNR8058398,Cancelled by Customer,341662,Bike,Mahadevapura,Bellandur,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-12,23:38:59,CNR6108232,Success,212797,eBike,Varthur,Electronic City,5.25,11.55,0,,0,,0,,122,10.33,3.6,4.7
2024-05-16,17:28:30,CNR6311433,Cancelled by Driver,276189,Prime Plus,Jayanagar,Sadashivanagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-06,12:49:15,CNR2481452,Success,366500,Prime Plus,Kammanahalli,Marathahalli,6.88,2.62,0,,0,,0,,878,15.34,4.7,3.7
2024-05-24,12:26:42,CNR2786010,Success,569560,Auto,Mahadevapura,Mathikere,5.04,4.51,0,,0,,0,,362,30.91,3.9,4.4
2024-05-25,04:29:41,CNR8890609,Incomplete,966096,Auto,Malleshwaram,Basavanagudi,9.57,3.67,0,,0,,1,Vehicle Breakdown,348,41.01,5,3.9
2024-05-05,06:50:31,CNR5309263,Cancelled by Driver,621171,Prime SUV,Richmond Town,New BEL Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-25,23:09:11,CNR1476745,Cancelled by Driver,478056,eBike,Jayanagar,Vasanth Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-24,02:28:05,CNR6127927,Cancelled by Customer,685401,Prime Plus,Sadashivanagar,Marathahalli,,,1,AC is not working,0,,0,,,,,
2024-05-18,03:41:31,CNR2149355,Incomplete,726339,Prime Sedan,Mahadevapura,New BEL Road,6.15,9.61,0,,0,,1,Customer Demand,79,35.3,4.7,4.1
2024-05-30,17:14:51,CNR1982136,Success,968878,Prime Sedan,Mathikere,Vasanth Nagar,7.24,13.51,0,,0,,0,,151,38.71,3.8,4
2024-05-27,10:46:36,CNR1356308,Success,190420,Mini,Bannerghatta Road,Bennigana Halli,8.81,3,0,,0,,0,,155,27.97,3.1,4.5
2024-05-22,18:13:25,CNR1161639,Success,787175,Bike,Brookefield,New BEL Road,2.47,9.29,0,,0,,0,,547,31.4,3.8,3.7
2024-05-06,13:19:11,CNR9611008,Cancelled by System,719600,Prime SUV,Sahakara Nagar,Vijayanagar,,,0,,0,,0,,,,,
2024-05-12,07:00:56,CNR9397841,Cancelled by Driver,830415,eBike,Mathikere,HSR Layout,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-26,09:15:13,CNR3731592,Success,339144,Prime Sedan,Frazer Town,Rajajinagar,4.94,10.76,0,,0,,0,,339,22.63,3.5,4.1
2024-05-27,09:10:22,CNR7045604,Cancelled by Driver,869040,Prime SUV,Frazer Town,Jayanagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-07,08:49:57,CNR2533702,Cancelled by Driver,571755,eBike,Malleshwaram,HSR Layout,,,0,,1,More than permitted people in there,0,,,,,
2024-05-22,16:08:31,CNR2341278,Cancelled by Driver,168891,Prime SUV,Rajajinagar,Basavanagudi,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-19,11:24:08,CNR6348577,Cancelled by Driver,861158,Auto,Brookefield,Bennigana Halli,,,0,,1,Customer related issue,0,,,,,
2024-05-19,03:01:16,CNR8901106,Success,210290,Bike,Sarjapur Road,Vijayanagar,4.24,3.7,0,,0,,0,,194,29.15,4.9,3.7
2024-05-22,20:27:08,CNR6698252,Success,228296,Prime SUV,Yelahanka,Jalahalli,2.39,13.91,0,,0,,0,,272,41.73,3.4,4.1
2024-05-04,16:26:45,CNR1853278,Success,747862,Bike,Sarjapur Road,Brigade Road,6.85,8.13,0,,0,,0,,483,12.7,3.6,4.7
2024-05-04,06:31:57,CNR1991112,Success,780801,Bike,Cooke Town,Basavanagudi,6.77,3.78,0,,0,,0,,97,31.84,4.4,3.6
2024-05-06,15:55:04,CNR2742225,Success,220390,Prime Plus,Yelahanka,RT Nagar,1.49,9.15,0,,0,,0,,316,3.37,3.1,4.8
2024-05-12,03:56:52,CNR4411614,Cancelled by Driver,246993,Auto,Sarjapur Road,Vijayanagar,,,0,,1,Customer related issue,0,,,,,
2024-05-06,21:07:19,CNR9272993,Cancelled by Driver,420643,eBike,Jalahalli,Koramangala,,,0,,1,More than permitted people in there,0,,,,,
2024-05-07,11:10:03,CNR6795146,Cancelled by System,713197,Prime SUV,Indiranagar,Rajajinagar,,,0,,0,,0,,,,,
2024-05-05,06:33:50,CNR6469570,Success,873156,eBike,Old Airport Road,Bennigana Halli,9.86,7.24,0,,0,,0,,168,5.62,4.9,5
2024-05-04,11:18:14,CNR3031623,Success,741914,eBike,RT Nagar,Kadugodi,5.31,4.93,0,,0,,0,,266,43.27,4.8,4.1
2024-05-14,10:06:25,CNR4485985,Success,963108,Prime Sedan,Kammanahalli,JP Nagar,5.19,13.07,0,,0,,0,,445,30.5,3.6,3.7
2024-05-02,23:20:01,CNR7335518,Cancelled by Customer,812514,eBike,Hebbal,Langford Town,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-25,19:19:44,CNR8533871,Cancelled by Driver,584092,Mini,Mathikere,Marathahalli,,,0,,1,More than permitted people in there,0,,,,,
2024-05-16,13:01:46,CNR9681235,Success,298637,Bike,Vijayanagar,Frazer Town,6.46,7.65,0,,0,,0,,293,17.76,4,4.5
2024-05-12,06:02:14,CNR3305348,Cancelled by Driver,736897,eBike,Sarjapur Road,Domlur,,,0,,1,More than permitted people in there,0,,,,,
2024-05-18,06:43:58,CNR1219455,Cancelled by Driver,666512,Prime Plus,Commercial Street,Vasanth Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-12,04:06:40,CNR5162026,Success,259629,Prime SUV,Ulsoor,Electronic City,3.8,6.5,0,,0,,0,,466,30.21,4.6,4.2
2024-05-18,01:35:25,CNR5634608,Success,343693,eBike,RT Nagar,Rajajinagar,8.75,5.36,0,,0,,0,,583,44.09,4.9,4
2024-05-07,11:06:30,CNR2800450,Incomplete,263055,eBike,Bennigana Halli,Vasanth Nagar,5.21,14.82,0,,0,,1,Customer Demand,836,10.05,3.8,4.1
2024-05-05,03:26:00,CNR9568725,Incomplete,830469,Prime Plus,Kalyan Nagar,Rajajinagar,9.3,3.37,0,,0,,1,Vehicle Breakdown,962,3.81,3.2,4.5
2024-05-08,20:06:54,CNR9637024,Success,392558,Prime SUV,Brigade Road,New BEL Road,2.86,11.54,0,,0,,0,,934,6.1,4.1,4.3
2024-05-05,11:09:47,CNR6812750,Cancelled by Driver,564773,Prime Plus,Frazer Town,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-14,23:58:44,CNR4244752,Success,713547,Bike,Koramangala,Peenya,2.72,7.59,0,,0,,0,,311,37.54,4.7,3.5
2024-05-06,08:54:32,CNR5662752,Success,172944,Mini,Hebbal,Yelahanka,4.51,12.13,0,,0,,0,,580,3.46,4.1,4.4
2024-05-16,04:54:36,CNR1048100,Cancelled by Driver,480169,Mini,Sahakara Nagar,Koramangala,,,0,,1,More than permitted people in there,0,,,,,
2024-05-27,15:44:18,CNR5506449,Cancelled by Driver,785873,Auto,Yeshwanthpur,Sahakara Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-05,14:11:25,CNR2929071,Success,899238,Prime Plus,Bannerghatta Road,Indiranagar,6.48,5.48,0,,0,,0,,477,10.93,3.3,4.8
2024-05-27,05:39:38,CNR2901025,Success,120760,Bike,Sarjapur Road,Vijayanagar,8.03,8.76,0,,0,,0,,133,40.08,4.6,4
2024-05-11,15:44:07,CNR2455562,Cancelled by System,537391,eBike,Marathahalli,Mahadevapura,,,0,,0,,0,,,,,
2024-05-13,08:32:35,CNR7611277,Success,737430,Prime Plus,Koramangala,Vasanth Nagar,5.16,7.96,0,,0,,0,,144,16.75,4.4,4.2
2024-05-25,03:02:48,CNR6673138,Success,638751,Auto,Frazer Town,Electronic City,3.54,12.72,0,,0,,0,,172,22.02,3.1,4.4
2024-05-20,07:11:25,CNR9642540,Success,600858,eBike,Brookefield,Whitefield,5.77,10.23,0,,0,,0,,51,28.2,4.9,4.4
2024-05-30,00:55:04,CNR5860718,Success,684028,Prime Plus,RT Nagar,HSR Layout,5.73,9.79,0,,0,,0,,94,18.95,3.5,4
2024-05-20,01:29:47,CNR8791263,Success,499035,Prime Plus,Commercial Street,Malleshwaram,6.06,8.21,0,,0,,0,,269,44.51,3.5,3.8
2024-05-04,00:23:09,CNR7007589,Success,412150,Auto,Yeshwanthpur,Cooke Town,6.24,5.88,0,,0,,0,,452,28.24,4.4,3.7
2024-05-12,18:16:04,CNR3511954,Success,813346,Mini,Malleshwaram,Mahadevapura,7.42,13.06,0,,0,,0,,154,30.3,4.9,4.8
2024-05-05,07:56:42,CNR6599515,Cancelled by Driver,490570,Prime SUV,Cooke Town,Whitefield,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-15,12:03:33,CNR2291823,Cancelled by Driver,624474,Mini,Mahadevapura,Basavanagudi,,,0,,1,Customer related issue,0,,,,,
2024-05-12,14:12:13,CNR4716139,Success,592238,Prime Plus,Cooke Town,Yeshwanthpur,3.03,10.92,0,,0,,0,,1066,28.81,4.8,4.7
2024-05-31,23:53:46,CNR1556363,Success,392579,eBike,Bellandur,Sarjapur Road,4.62,6.78,0,,0,,0,,414,23.31,3.1,4
2024-05-13,19:10:55,CNR4839449,Success,241657,Prime Plus,Banashankari,Koramangala,3.13,7.24,0,,0,,0,,250,36.41,3.2,3.8
2024-05-18,08:26:25,CNR3985727,Cancelled by System,569981,Prime SUV,Jalahalli,Jayanagar,,,0,,0,,0,,,,,
2024-05-05,23:30:29,CNR3269769,Cancelled by System,983477,Prime SUV,Gokula,JP Nagar,,,0,,0,,0,,,,,
2024-05-21,18:25:49,CNR3558553,Success,482759,eBike,Old Airport Road,New BEL Road,9.22,8.74,0,,0,,0,,89,1.13,3.1,3.9
2024-05-09,23:38:31,CNR3727077,Success,614817,Auto,Jalahalli,MG Road,2.61,12.99,0,,0,,0,,111,15.43,5,3.8
2024-05-01,08:42:44,CNR2760254,Success,826533,Mini,Electronic City,Sahakara Nagar,9.99,4,0,,0,,0,,476,22.81,4.9,4.9
2024-05-30,03:47:50,CNR5776919,Incomplete,327334,Prime Sedan,Vasanth Nagar,Malleshwaram,6.16,2.13,0,,0,,1,Other Issue,499,4.42,3.3,4.4
2024-05-19,15:00:56,CNR7412416,Success,328176,eBike,Jalahalli,Langford Town,9.05,12.16,0,,0,,0,,434,30.27,3.7,3.8
2024-05-19,18:41:23,CNR1985870,Success,390405,Prime Plus,Bannerghatta Road,CV Raman Nagar,7.19,10.58,0,,0,,0,,948,43.74,3.6,3.6
2024-05-23,19:19:50,CNR7484152,Cancelled by System,471828,eBike,Peenya,Kalyan Nagar,,,0,,0,,0,,,,,
2024-05-12,22:46:22,CNR8635703,Success,235291,eBike,Yelahanka,Vasanth Nagar,5.87,10.87,0,,0,,0,,678,33.39,3,4.8
2024-05-11,18:03:07,CNR3674737,Cancelled by System,525646,Auto,Sahakara Nagar,Hoodi,,,0,,0,,0,,,,,
2024-05-04,07:06:21,CNR8001683,Cancelled by Customer,433743,eBike,Ulsoor,Langford Town,,,1,Wrong Address,0,,0,,,,,
2024-05-30,06:32:25,CNR6003071,Success,248991,Bike,CV Raman Nagar,Electronic City,2.5,8.86,0,,0,,0,,755,36.36,4.8,4.1
2024-05-16,00:25:45,CNR9875942,Success,806171,eBike,Varthur,Domlur,8.44,2.41,0,,0,,0,,427,19.79,3.1,4
2024-05-28,06:01:02,CNR9004473,Success,464995,Prime Plus,Yelahanka,Domlur,7.71,13.76,0,,0,,0,,53,21.63,4,4.6
2024-05-02,00:39:53,CNR8644037,Success,411953,Prime Sedan,Whitefield,Malleshwaram,8.99,11.29,0,,0,,0,,152,37.32,5,4
2024-05-10,07:07:43,CNR5082318,Success,171467,eBike,Yeshwanthpur,Rajajinagar,5.85,9.84,0,,0,,0,,635,43.31,4.2,4.3
2024-05-22,15:10:37,CNR6637031,Success,512979,Auto,Sadashivanagar,Brigade Road,2.31,12.16,0,,0,,0,,227,40.92,3.2,4
2024-05-10,01:26:24,CNR7680144,Success,861574,Prime SUV,Commercial Street,Richmond Town,7.16,8.23,0,,0,,0,,267,2.7,4.5,4.2
2024-05-28,17:38:39,CNR9612552,Cancelled by Customer,236189,Prime SUV,Electronic City,Jalahalli,,,1,AC is not working,0,,0,,,,,
2024-05-26,00:32:15,CNR4753898,Success,474218,Auto,Indiranagar,Kalyan Nagar,1.1,3.44,0,,0,,0,,801,30.59,3.7,4.6
2024-05-12,05:13:11,CNR9675139,Success,489093,Mini,Brigade Road,New BEL Road,7.06,14.22,0,,0,,0,,326,37.04,3.9,3.8
2024-05-10,18:56:32,CNR7885902,Success,764837,Bike,Cooke Town,HSR Layout,4.81,11.61,0,,0,,0,,285,25.6,4,4.8
2024-05-29,12:05:30,CNR6099286,Success,497802,Auto,Bennigana Halli,Sanjay Nagar,7.32,6.13,0,,0,,0,,482,11.41,3.1,4
2024-05-20,03:01:32,CNR7479989,Success,583407,Prime SUV,Richmond Town,Gokula,3.13,7.14,0,,0,,0,,950,1.79,3.4,3.6
2024-05-25,05:10:43,CNR5690479,Success,654083,Mini,Yeshwanthpur,Vasanth Nagar,1.81,11.11,0,,0,,0,,807,3.37,4.4,4
2024-05-26,09:34:53,CNR7595852,Incomplete,874484,eBike,Indiranagar,Kammanahalli,8.86,5.31,0,,0,,1,Customer Demand,376,24.04,3.4,4.7
2024-05-17,00:45:21,CNR2351664,Incomplete,741335,Prime Sedan,Whitefield,Yeshwanthpur,3.94,7.85,0,,0,,1,Customer Demand,458,5.92,4.8,4.5
2024-05-05,14:57:29,CNR6393345,Success,526069,Bike,Bennigana Halli,Sadashivanagar,8.52,3.67,0,,0,,0,,823,30.29,4.3,3.8
2024-05-17,04:01:38,CNR8907348,Success,943819,eBike,Vijayanagar,Sanjay Nagar,5.9,8.92,0,,0,,0,,388,8.79,4.3,4.1
2024-05-31,03:11:32,CNR5157952,Success,340007,Prime Plus,Banashankari,Vidyaranyapura,4.84,8.23,0,,0,,0,,105,4.9,3.6,3.6
2024-05-12,10:09:36,CNR7480376,Success,964471,Prime Plus,New BEL Road,Basavanagudi,8.56,7.94,0,,0,,0,,542,8.93,4.9,3.7
2024-05-05,02:56:38,CNR1565169,Success,559967,Prime Plus,Gokula,Jayanagar,7.15,9.55,0,,0,,0,,316,29.68,3.6,4.9
2024-05-27,02:01:31,CNR3355456,Success,575039,Prime SUV,Commercial Street,Sadashivanagar,5.56,2.78,0,,0,,0,,463,20.63,3.1,4
2024-05-19,06:06:34,CNR8643910,Cancelled by Driver,735783,Mini,Kadugodi,Vijayanagar,,,0,,1,Customer related issue,0,,,,,
2024-05-12,02:37:40,CNR8946906,Success,968783,Prime Plus,Hoodi,Malleshwaram,6.17,11.35,0,,0,,0,,327,35.86,4.8,4.1
2024-05-27,04:25:33,CNR5927879,Success,826452,Prime Plus,Electronic City,Domlur,6.58,11.47,0,,0,,0,,483,37.75,4.2,3.5
2024-05-09,12:06:29,CNR8442374,Success,963680,Prime Plus,Mahadevapura,Sanjay Nagar,4.47,11.43,0,,0,,0,,132,12.63,3.5,4.5
2024-05-30,06:20:07,CNR9049024,Cancelled by Driver,896703,Prime Plus,Sadashivanagar,Kalyan Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-11,13:36:58,CNR9108598,Success,933050,Mini,Vijayanagar,Basavanagudi,5.44,4.54,0,,0,,0,,590,35.76,3.7,3.8
2024-05-25,16:31:17,CNR9944522,Success,663179,Prime Plus,Commercial Street,Basavanagudi,1.42,3.59,0,,0,,0,,289,32.76,3.6,4.4
2024-05-26,15:14:56,CNR6997093,Success,721064,Bike,Yeshwanthpur,JP Nagar,2.97,6.32,0,,0,,0,,193,13.13,4.3,3.9
2024-05-22,03:30:01,CNR9439915,Success,544006,Prime Plus,Ulsoor,Sarjapur Road,6.09,7.73,0,,0,,0,,852,10.13,3.1,3.7
2024-05-16,12:27:52,CNR7908439,Cancelled by Customer,167619,eBike,New BEL Road,Cooke Town,,,1,Change of plans,0,,0,,,,,
2024-05-19,19:22:01,CNR6857810,Cancelled by System,911930,Prime Plus,New BEL Road,Vasanth Nagar,,,0,,0,,0,,,,,
2024-05-07,14:44:05,CNR5410785,Success,456914,eBike,Sadashivanagar,Vidyaranyapura,5.24,12.56,0,,0,,0,,176,39.54,4.6,4.6
2024-05-21,18:48:33,CNR1481670,Cancelled by Driver,879832,Prime Sedan,New BEL Road,MG Road,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-11,13:47:15,CNR4978349,Success,164169,eBike,Richmond Town,Kalyan Nagar,7.42,10.97,0,,0,,0,,1113,41.6,3.6,4.7
2024-05-31,10:15:17,CNR9440446,Success,349710,Prime Plus,Electronic City,Frazer Town,7.75,2.05,0,,0,,0,,310,28.78,3.6,3.6
2024-05-19,06:11:42,CNR2378981,Success,348770,eBike,Mahadevapura,Cooke Town,3.42,3.26,0,,0,,0,,237,42.25,4.1,4.1
2024-05-12,01:19:00,CNR5512401,Success,804347,Mini,Ulsoor,Commercial Street,2.48,10.89,0,,0,,0,,408,41.12,4.2,4.5
2024-05-24,20:54:11,CNR6282899,Cancelled by Driver,322064,Prime Sedan,Jayanagar,Richmond Town,,,0,,1,Customer related issue,0,,,,,
2024-05-07,10:27:57,CNR7676156,Success,186025,Prime Sedan,Yelahanka,Langford Town,1.3,13.3,0,,0,,0,,351,32.88,3.2,5
2024-05-11,08:23:07,CNR5632478,Success,585509,eBike,Vidyaranyapura,Vijayanagar,3.48,11.99,0,,0,,0,,244,7.53,4.5,3.5
2024-05-13,22:13:21,CNR7891264,Success,291343,eBike,Brigade Road,Jayanagar,4.09,7.65,0,,0,,0,,774,8.96,3.5,4.6
2024-05-12,07:03:38,CNR7386988,Cancelled by Customer,960297,Prime Plus,Hoodi,Mathikere,,,1,Wrong Address,0,,0,,,,,
2024-05-18,13:25:44,CNR6521178,Cancelled by System,358186,eBike,Hebbal,Banashankari,,,0,,0,,0,,,,,
2024-05-25,16:12:37,CNR7477597,Success,942372,Auto,Gokula,MG Road,7.14,8.56,0,,0,,0,,423,44.45,3.5,3.5
2024-05-19,12:16:34,CNR1209483,Incomplete,810758,Mini,Hoodi,Marathahalli,3.01,4.8,0,,0,,1,Vehicle Breakdown,526,21.1,4.4,4.1
2024-05-31,18:49:39,CNR6951973,Success,183313,Prime SUV,Mathikere,Sadashivanagar,6.84,6.58,0,,0,,0,,383,13.95,3.3,4.2
2024-05-20,21:12:02,CNR8877969,Cancelled by System,787544,Prime SUV,Langford Town,Kammanahalli,,,0,,0,,0,,,,,
